,Unnamed: 0.1,City,State,Zip3,County,2005,2006,2007,2008    ,2009,2010,2011,2012,2013,2014
202,203.0,EASTON,MD,218,Talbot County,3.9     ,3.6     ,3.4,4.2,7.2,8.0,7.5,7.3,6.6,5.6
203,199.0,BALTIMORE,MD,219,Baltimore County,4.3     ,3.9     ,3.5,4.4,7.4,8.3,7.7,7.4,7.0,6.2
204,205.0,MERRIFIELD,VA,220,Fairfax County,2.6     ,2.2     ,2.2,2.8,4.8,5.1,4.8,4.5,4.4,4.1
205,206.0,MERRIFIELD,VA,221,Fairfax County,2.6     ,2.2     ,2.2,2.8,4.8,5.1,4.8,4.5,4.4,4.1
206,207.0,MERRIFIELD,VA,222,Fairfax County,2.6     ,2.2     ,2.2,2.8,4.8,5.1,4.8,4.5,4.4,4.1
207,208.0,MERRIFIELD,VA,223,Fairfax County,2.6     ,2.2     ,2.2,2.8,4.8,5.1,4.8,4.5,4.4,4.1
208,209.0,SANDSTON,VA,224,Henrico County,3.4     ,2.9     ,2.8,3.6,6.9,7.3,6.7,6.0,5.6,5.1
209,210.0,SANDSTON,VA,225,Henrico County,3.4     ,2.9     ,2.8,3.6,6.9,7.3,6.7,6.0,5.6,5.1
210,215.0,WINCHESTER,VA,226,Frederick County,2.8     ,2.7     ,3.0,4.2,7.5,7.5,6.5,5.8,5.3,4.7
211,216.0,CULPEPER,VA,227,Culpeper County,3.3     ,3.3     ,3.6,4.8,7.9,7.2,6.4,5.7,5.4,5.0
212,217.0,CHARLOTTESVILLE,VA,228,Albemarle County,2.9     ,2.5     ,2.2,3.0,5.1,6.0,5.6,5.2,4.8,4.4
213,218.0,CHARLOTTESVILLE,VA,229,Albemarle County,2.9     ,2.5     ,2.2,3.0,5.1,6.0,5.6,5.2,4.8,4.4
214,211.0,SANDSTON,VA,230,Henrico County,3.4     ,2.9     ,2.8,3.6,6.9,7.3,6.7,6.0,5.6,5.1
215,212.0,SANDSTON,VA,231,Henrico County,3.4     ,2.9     ,2.8,3.6,6.9,7.3,6.7,6.0,5.6,5.1
216,213.0,SANDSTON,VA,232,Henrico County,3.4     ,2.9     ,2.8,3.6,6.9,7.3,6.7,6.0,5.6,5.1
217,220.0,NORFOLK,VA,233,Norfolk city,5.1     ,4.3     ,4.1,5.3,8.5,8.8,8.4,7.6,6.9,6.4
218,221.0,NORFOLK,VA,234,Norfolk city,5.1     ,4.3     ,4.1,5.3,8.5,8.8,8.4,7.6,6.9,6.4
219,222.0,NORFOLK,VA,235,Norfolk city,5.1     ,4.3     ,4.1,5.3,8.5,8.8,8.4,7.6,6.9,6.4
220,223.0,NORFOLK,VA,236,Norfolk city,5.1     ,4.3     ,4.1,5.3,8.5,8.8,8.4,7.6,6.9,6.4
221,224.0,NORFOLK,VA,237,Norfolk city,5.1     ,4.3     ,4.1,5.3,8.5,8.8,8.4,7.6,6.9,6.4
222,214.0,SANDSTON,VA,238,Henrico County,3.4     ,2.9     ,2.8,3.6,6.9,7.3,6.7,6.0,5.6,5.1
223,225.0,FARMVILLE,VA,239,Prince Edward County,5.8     ,4.8     ,4.6,5.5,8.9,9.7,9.0,8.5,8.4,7.8
224,226.0,ROANOKE,VA,240,Roanoke County,3.0     ,2.6     ,2.5,3.2,5.9,6.3,5.7,5.2,5.0,4.5
225,227.0,ROANOKE,VA,241,Roanoke County,3.0     ,2.6     ,2.5,3.2,5.9,6.3,5.7,5.2,5.0,4.5
226,229.0,BRISTOL,VA,242,Washington County,4.5     ,4.2     ,4.5,4.9,8.5,7.9,7.1,6.8,6.4,5.7
227,228.0,ROANOKE,VA,243,Roanoke County,3.0     ,2.6     ,2.5,3.2,5.9,6.3,5.7,5.2,5.0,4.5
228,219.0,CHARLOTTESVILLE,VA,244,Albemarle County,2.9     ,2.5     ,2.2,3.0,5.1,6.0,5.6,5.2,4.8,4.4
229,230.0,LYNCHBURG,VA,245,Campbell County,4.0     ,3.3     ,3.4,4.0,7.2,7.7,7.2,6.5,5.9,5.3
230,231.0,BLUEFIELD,WV,246,Mercer County,5.1     ,4.9     ,4.2,4.0,6.5,8.5,8.6,8.4,7.6,7.5
231,232.0,BLUEFIELD,WV,247,Mercer County,5.1     ,4.9     ,4.2,4.0,6.5,8.5,8.6,8.4,7.6,7.5
232,233.0,BLUEFIELD,WV,248,Mercer County,5.1     ,4.9     ,4.2,4.0,6.5,8.5,8.6,8.4,7.6,7.5
233,234.0,LEWISBURG,WV,249,Greenbrier County,6.1     ,6.2     ,6.1,5.5,9.3,8.7,8.4,8.0,7.4,6.8
234,235.0,CHARLESTON,WV,250,Kanawha County,4.9     ,4.4     ,4.0,3.5,6.2,7.4,7.1,6.6,5.9,5.9
235,236.0,CHARLESTON,WV,251,Kanawha County,4.9     ,4.4     ,4.0,3.5,6.2,7.4,7.1,6.6,5.9,5.9
236,237.0,CHARLESTON,WV,252,Kanawha County,4.9     ,4.4     ,4.0,3.5,6.2,7.4,7.1,6.6,5.9,5.9
237,238.0,CHARLESTON,WV,253,Kanawha County,4.9     ,4.4     ,4.0,3.5,6.2,7.4,7.1,6.6,5.9,5.9
238,239.0,MARTINSBURG,WV,254,Berkeley County,4.0     ,4.2     ,4.1,4.7,8.5,8.6,7.8,6.7,5.5,5.3
239,240.0,HUNTINGTON,WV,255,Cabell County,4.5     ,4.6     ,4.1,3.9,6.7,7.2,7.2,6.5,5.8,5.5
240,241.0,HUNTINGTON,WV,256,Cabell County,4.5     ,4.6     ,4.1,3.9,6.7,7.2,7.2,6.5,5.8,5.5
241,242.0,HUNTINGTON,WV,257,Cabell County,4.5     ,4.6     ,4.1,3.9,6.7,7.2,7.2,6.5,5.8,5.5
242,243.0,BECKLEY,WV,258,Raleigh County,4.7     ,4.5     ,4.4,4.0,7.2,8.1,7.2,7.3,7.3,7.1
243,244.0,BECKLEY,WV,259,Raleigh County,4.7     ,4.5     ,4.4,4.0,7.2,8.1,7.2,7.3,7.3,7.1
244,245.0,WHEELING,WV,260,Ohio County,4.9     ,4.8     ,4.2,4.2,7.6,7.9,7.4,6.4,5.7,5.5
245,246.0,PARKERSBURG,WV,261,Wood County,5.5     ,4.9     ,4.7,4.7,8.5,8.9,8.3,7.3,6.2,5.9
246,247.0,CLARKSBURG,WV,262,Harrison County,4.7     ,4.7     ,4.3,3.9,6.5,7.6,7.1,6.5,5.5,5.3
247,248.0,CLARKSBURG,WV,263,Harrison County,4.7     ,4.7     ,4.3,3.9,6.5,7.6,7.1,6.5,5.5,5.3
248,249.0,CLARKSBURG,WV,264,Harrison County,4.7     ,4.7     ,4.3,3.9,6.5,7.6,7.1,6.5,5.5,5.3
249,250.0,CLARKSBURG,WV,265,Harrison County,4.7     ,4.7     ,4.3,3.9,6.5,7.6,7.1,6.5,5.5,5.3
250,251.0,GASSAWAY,WV,266,Braxton County,6.0     ,5.5     ,5.5,5.2,8.2,11.1,11.1,10.7,10.1,9.2
251,201.0,CUMBERLAND,MD,267,Allegany County,6.1     ,5.6     ,5.1,5.7,8.5,9.3,8.8,8.6,8.2,7.3
252,252.0,PETERSBURG,WV,268,Grant County,6.3     ,6.0     ,5.2,5.3,9.9,9.8,9.1,9.0,8.2,7.5
253,253.0,GREENSBORO,NC,270,Guilford County,5.1     ,4.6     ,4.7,6.0,10.6,11.1,10.4,9.5,8.2,6.4
254,254.0,GREENSBORO,NC,271,Guilford County,5.1     ,4.6     ,4.7,6.0,10.6,11.1,10.4,9.5,8.2,6.4
255,255.0,GREENSBORO,NC,272,Guilford County,5.1     ,4.6     ,4.7,6.0,10.6,11.1,10.4,9.5,8.2,6.4
256,256.0,GREENSBORO,NC,273,Guilford County,5.1     ,4.6     ,4.7,6.0,10.6,11.1,10.4,9.5,8.2,6.4
257,257.0,GREENSBORO,NC,274,Guilford County,5.1     ,4.6     ,4.7,6.0,10.6,11.1,10.4,9.5,8.2,6.4
258,258.0,RALEIGH,NC,275,Wake County,4.1     ,3.6     ,3.5,4.6,8.3,8.3,7.9,7.1,6.0,4.8
259,259.0,RALEIGH,NC,276,Wake County,4.1     ,3.6     ,3.5,4.6,8.3,8.3,7.9,7.1,6.0,4.8
260,260.0,RALEIGH,NC,277,Wake County,4.1     ,3.6     ,3.5,4.6,8.3,8.3,7.9,7.1,6.0,4.8
261,261.0,ROCKY MOUNT,NC,278,Nash County,6.0     ,5.5     ,5.3,7.4,12.0,12.6,12.5,11.5,10.3,7.9
262,262.0,ROCKY MOUNT,NC,279,Nash County,6.0     ,5.5     ,5.3,7.4,12.0,12.6,12.5,11.5,10.3,7.9
263,263.0,CHARLOTTE,NC,280,Mecklenburg County,5.0     ,4.5     ,4.5,5.9,10.6,10.7,9.9,8.7,7.5,5.9
264,264.0,CHARLOTTE,NC,281,Mecklenburg County,5.0     ,4.5     ,4.5,5.9,10.6,10.7,9.9,8.7,7.5,5.9
265,265.0,CHARLOTTE,NC,282,Mecklenburg County,5.0     ,4.5     ,4.5,5.9,10.6,10.7,9.9,8.7,7.5,5.9
266,267.0,FAYETTEVILLE,NC,283,Cumberland County,5.4     ,5.4     ,5.3,6.1,8.9,10.1,10.5,10.4,9.5,7.8
267,268.0,FAYETTEVILLE,NC,284,Cumberland County,5.4     ,5.4     ,5.3,6.1,8.9,10.1,10.5,10.4,9.5,7.8
268,269.0,KINSTON,NC,285,Lenoir County,5.8     ,5.6     ,5.3,7.2,11.8,11.9,10.8,9.7,8.6,7.0
269,270.0,HICKORY,NC,286,Catawba County,6.2     ,5.3     ,5.5,7.1,14.0,13.1,11.6,10.1,8.5,6.3
270,271.0,ASHEVILLE,NC,287,Buncombe County,4.4     ,3.7     ,3.5,4.7,8.3,8.5,7.9,7.2,5.9,4.6
271,272.0,ASHEVILLE,NC,288,Buncombe County,4.4     ,3.7     ,3.5,4.7,8.3,8.5,7.9,7.2,5.9,4.6
272,273.0,ASHEVILLE,NC,289,Buncombe County,4.4     ,3.7     ,3.5,4.7,8.3,8.5,7.9,7.2,5.9,4.6
273,274.0,WEST COLUMBIA,SC,290,Lexington County,4.9     ,4.7     ,4.1,4.9,8.0,8.2,8.0,7.0,5.8,5.1
274,275.0,WEST COLUMBIA,SC,291,Lexington County,4.9     ,4.7     ,4.1,4.9,8.0,8.2,8.0,7.0,5.8,5.1
275,276.0,WEST COLUMBIA,SC,292,Lexington County,4.9     ,4.7     ,4.1,4.9,8.0,8.2,8.0,7.0,5.8,5.1
276,277.0,GREENVILLE,SC,293,Greenville County,5.5     ,5.4     ,4.7,5.5,9.8,9.6,8.6,7.4,6.1,5.3
277,279.0,NORTH CHARLESTON,SC,294,Charleston County,5.4     ,5.0     ,4.4,5.3,8.8,8.8,8.3,7.2,5.9,5.1
278,280.0,FLORENCE,SC,295,Florence County,8.9     ,7.3     ,6.1,7.0,11.1,11.3,11.2,9.6,8.3,7.3
279,278.0,GREENVILLE,SC,296,Greenville County,5.5     ,5.4     ,4.7,5.5,9.8,9.6,8.6,7.4,6.1,5.3
280,266.0,CHARLOTTE,NC,297,Mecklenburg County,5.0     ,4.5     ,4.5,5.9,10.6,10.7,9.9,8.7,7.5,5.9
281,281.0,AUGUSTA,GA,298,Richmond County,6.8     ,6.3     ,6.1,7.2,10.1,11.0,11.3,10.6,9.8,8.7
282,284.0,SAVANNAH,GA,299,Chatham County,4.6     ,4.1     ,4.0,5.6,8.6,9.9,10.0,9.1,8.1,7.3
283,287.0,DULUTH,GA,300,Gwinnett County,4.7     ,4.2     ,4.0,5.6,9.0,9.2,8.7,7.8,6.9,6.1
284,288.0,DULUTH,GA,301,Gwinnett County,4.7     ,4.2     ,4.0,5.6,9.0,9.2,8.7,7.8,6.9,6.1
285,289.0,ATLANTA,GA,302,Fulton County,5.8     ,5.0     ,4.8,6.4,10.1,10.5,10.2,9.1,8.2,7.2
286,290.0,ATLANTA,GA,303,Fulton County,5.8     ,5.0     ,4.8,6.4,10.1,10.5,10.2,9.1,8.2,7.2
287,293.0,SWAINSBORO,GA,304,Emanuel County,5.6     ,5.1     ,5.2,7.4,10.7,12.9,13.3,12.3,12.6,10.7
288,294.0,ATHENS,GA,305,Clarke County,4.5     ,4.3     ,3.9,5.1,7.6,9.3,9.3,8.6,7.7,6.9
289,295.0,ATHENS,GA,306,Clarke County,4.5     ,4.3     ,3.9,5.1,7.6,9.3,9.3,8.6,7.7,6.9
290,296.0,CHATTANOOGA,TN,307,Hamilton County,4.7     ,4.4     ,3.9,5.7,9.0,8.3,7.7,6.9,7.2,6.3
291,282.0,AUGUSTA,GA,308,Richmond County,6.8     ,6.3     ,6.1,7.2,10.1,11.0,11.3,10.6,9.8,8.7
292,283.0,AUGUSTA,GA,309,Richmond County,6.8     ,6.3     ,6.1,7.2,10.1,11.0,11.3,10.6,9.8,8.7
293,299.0,MACON,GA,310,Bibb County,5.8     ,5.7     ,5.2,6.5,9.7,11.6,11.5,10.5,9.2,8.1
294,291.0,ATLANTA,GA,311,Fulton County,5.8     ,5.0     ,4.8,6.4,10.1,10.5,10.2,9.1,8.2,7.2
295,300.0,MACON,GA,312,Bibb County,5.8     ,5.7     ,5.2,6.5,9.7,11.6,11.5,10.5,9.2,8.1
296,285.0,SAVANNAH,GA,313,Chatham County,4.6     ,4.1     ,4.0,5.6,8.6,9.9,10.0,9.1,8.1,7.3
297,286.0,SAVANNAH,GA,314,Chatham County,4.6     ,4.1     ,4.0,5.6,8.6,9.9,10.0,9.1,8.1,7.3
298,301.0,WAYCROSS,GA,315,Ware County,5.6     ,5.0     ,4.9,6.6,10.9,11.0,11.3,10.2,9.4,8.1
299,302.0,VALDOSTA,GA,316,Lowndes County,4.0     ,3.9     ,3.8,5.4,8.5,9.6,9.9,9.1,8.0,7.3
300,303.0,ALBANY,GA,317,Dougherty County,6.3     ,6.0     ,5.6,7.0,10.5,12.6,12.2,11.2,10.4,9.4
301,305.0,COLUMBUS,GA,318,Muscogee County,6.2     ,5.5     ,5.2,6.2,9.1,10.1,10.0,9.7,9.3,8.5
302,306.0,COLUMBUS,GA,319,Muscogee County,6.2     ,5.5     ,5.2,6.2,9.1,10.1,10.0,9.7,9.3,8.5
303,307.0,JACKSONVILLE,FL,320,Duval County,4.0     ,3.5     ,4.2,6.4,10.5,11.4,10.3,8.8,7.6,6.7
304,309.0,DAYTONA BEACH,FL,321,Volusia County,3.7     ,3.3     ,4.2,6.8,10.8,12.3,11.2,9.4,8.1,6.7
305,308.0,JACKSONVILLE,FL,322,Duval County,4.0     ,3.5     ,4.2,6.4,10.5,11.4,10.3,8.8,7.6,6.7
306,310.0,TALLAHASSEE,FL,323,Leon County,3.2     ,2.7     ,3.1,4.7,7.1,7.9,7.8,7.0,6.1,5.5
307,311.0,PANAMA CITY,FL,324,Bay County,3.6     ,3.1     ,3.7,5.7,9.1,10.5,10.2,8.6,7.3,6.3
308,312.0,PENSACOLA,FL,325,Escambia County,3.9     ,3.2     ,4.0,6.2,9.9,10.1,9.7,8.5,7.3,6.3
309,313.0,GAINESVILLE,FL,326,Alachua County,2.9     ,2.7     ,3.0,4.4,7.1,8.0,7.6,6.6,5.7,5.2
310,315.0,MID FLORIDA,FL,327,Seminole County,3.4     ,2.9     ,3.7,5.8,9.8,10.6,9.6,8.1,6.7,5.6
311,316.0,ORLANDO,FL,328,Orange County,3.6     ,3.1     ,3.8,6.0,10.4,10.8,9.8,8.3,6.9,5.8
312,317.0,ORLANDO,FL,329,Orange County,3.6     ,3.1     ,3.8,6.0,10.4,10.8,9.8,8.3,6.9,5.8
313,319.0,PEMBROKE PINES,FL,330,Broward County,3.7     ,3.1     ,3.6,5.6,9.1,10.2,9.4,7.9,6.7,5.8
314,320.0,MIAMI,FL,331,Miami-Dade County,3.2     ,2.8     ,3.1,4.8,10.4,11.1,9.4,8.3,7.6,6.8
315,321.0,MIAMI,FL,332,Miami-Dade County,3.2     ,2.8     ,3.1,4.8,10.4,11.1,9.4,8.3,7.6,6.8
316,322.0,FORT LAUDERDALE,FL,333,Broward County,3.7     ,3.1     ,3.6,5.6,9.1,10.2,9.4,7.9,6.7,5.8
317,323.0,WEST PALM BEACH,FL,334,Palm Beach County,4.3     ,3.7     ,4.4,6.8,10.7,11.0,10.1,8.6,7.3,5.9
318,325.0,TAMPA,FL,335,Hillsborough County,3.8     ,3.3     ,4.2,6.5,10.6,10.7,9.6,8.0,6.7,5.8
319,326.0,TAMPA,FL,336,Hillsborough County,3.8     ,3.3     ,4.2,6.5,10.6,10.7,9.6,8.0,6.7,5.8
320,328.0,SAINT PETERSBURG,FL,337,Pinellas County,3.9     ,3.4     ,4.2,6.6,10.8,10.8,9.7,8.0,6.8,5.8
321,329.0,LAKELAND,FL,338,Polk County,4.1     ,3.7     ,4.6,6.9,11.3,12.1,11.3,9.7,8.3,7.1
322,330.0,FORT MYERS,FL,339,Lee County,3.2     ,2.9     ,4.7,8.3,12.3,12.5,10.9,8.9,7.3,6.0
323,331.0,FORT MYERS,FL,341,Lee County,3.2     ,2.9     ,4.7,8.3,12.3,12.5,10.9,8.9,7.3,6.0
324,332.0,SARASOTA,FL,342,Sarasota County,3.4     ,3.1     ,4.6,7.4,11.3,11.6,10.3,8.5,7.1,5.8
325,314.0,GAINESVILLE,FL,344,Alachua County,2.9     ,2.7     ,3.0,4.4,7.1,8.0,7.6,6.6,5.7,5.2
326,327.0,TAMPA,FL,346,Hillsborough County,3.8     ,3.3     ,4.2,6.5,10.6,10.7,9.6,8.0,6.7,5.8
327,318.0,ORLANDO,FL,347,Orange County,3.6     ,3.1     ,3.8,6.0,10.4,10.8,9.8,8.3,6.9,5.8
328,324.0,WEST PALM BEACH,FL,349,Palm Beach County,4.3     ,3.7     ,4.4,6.8,10.7,11.0,10.1,8.6,7.3,5.9
329,333.0,BIRMINGHAM,AL,350,Jefferson County,4.4     ,4.0     ,3.9,5.4,10.8,10.3,9.3,7.4,6.7,6.3
330,334.0,BIRMINGHAM,AL,351,Jefferson County,4.4     ,4.0     ,3.9,5.4,10.8,10.3,9.3,7.4,6.7,6.3
331,335.0,BIRMINGHAM,AL,352,Jefferson County,4.4     ,4.0     ,3.9,5.4,10.8,10.3,9.3,7.4,6.7,6.3
332,338.0,TUSCALOOSA,AL,354,Tuscaloosa County,3.7     ,3.3     ,3.3,4.7,10.2,9.2,8.4,7.0,6.4,6.0
333,336.0,BIRMINGHAM,AL,355,Jefferson County,4.4     ,4.0     ,3.9,5.4,10.8,10.3,9.3,7.4,6.7,6.3
334,339.0,HUNTSVILLE,AL,356,Madison County,3.6     ,3.3     ,3.1,4.2,8.0,8.3,8.3,7.0,6.4,6.2
335,340.0,HUNTSVILLE,AL,357,Madison County,3.6     ,3.3     ,3.1,4.2,8.0,8.3,8.3,7.0,6.4,6.2
336,341.0,HUNTSVILLE,AL,358,Madison County,3.6     ,3.3     ,3.1,4.2,8.0,8.3,8.3,7.0,6.4,6.2
337,337.0,BIRMINGHAM,AL,359,Jefferson County,4.4     ,4.0     ,3.9,5.4,10.8,10.3,9.3,7.4,6.7,6.3
338,342.0,MONTGOMERY,AL,360,Montgomery County,4.6     ,4.2     ,4.1,5.9,10.5,10.0,9.7,8.0,7.3,6.9
339,343.0,MONTGOMERY,AL,361,Montgomery County,4.6     ,4.2     ,4.1,5.9,10.5,10.0,9.7,8.0,7.3,6.9
340,346.0,ANNISTON,AL,362,Calhoun County,4.5     ,4.1     ,3.9,5.7,11.1,11.4,10.4,8.8,8.6,7.9
341,347.0,DOTHAN,AL,363,Houston County,3.8     ,3.4     ,3.3,4.9,9.3,9.1,8.7,7.6,7.0,6.8
342,348.0,EVERGREEN,AL,364,Conecuh County,6.2     ,5.7     ,6.4,9.4,19.9,17.2,15.4,12.1,10.9,10.7
343,349.0,MOBILE,AL,365,Mobile County,5.0     ,4.2     ,4.0,5.7,11.3,11.3,10.8,9.1,8.4,7.7
344,350.0,MOBILE,AL,366,Mobile County,5.0     ,4.2     ,4.0,5.7,11.3,11.3,10.8,9.1,8.4,7.7
345,344.0,MONTGOMERY,AL,367,Montgomery County,4.6     ,4.2     ,4.1,5.9,10.5,10.0,9.7,8.0,7.3,6.9
346,345.0,MONTGOMERY,AL,368,Montgomery County,4.6     ,4.2     ,4.1,5.9,10.5,10.0,9.7,8.0,7.3,6.9
347,351.0,MERIDIAN,MS,369,Lauderdale County,7.0     ,6.2     ,6.3,6.7,9.5,10.7,10.3,9.1,8.5,7.9
348,353.0,NASHVILLE,TN,370,Davidson County,4.5     ,4.2     ,3.8,5.4,8.9,8.2,7.6,6.2,5.9,5.1
349,354.0,NASHVILLE,TN,371,Davidson County,4.5     ,4.2     ,3.8,5.4,8.9,8.2,7.6,6.2,5.9,5.1
350,355.0,NASHVILLE,TN,372,Davidson County,4.5     ,4.2     ,3.8,5.4,8.9,8.2,7.6,6.2,5.9,5.1
351,297.0,CHATTANOOGA,TN,373,Hamilton County,4.7     ,4.4     ,3.9,5.7,9.0,8.3,7.7,6.9,7.2,6.3
352,298.0,CHATTANOOGA,TN,374,Hamilton County,4.7     ,4.4     ,3.9,5.7,9.0,8.3,7.7,6.9,7.2,6.3
353,356.0,MEMPHIS,TN,375,Shelby County,6.2     ,5.7     ,5.1,6.9,10.1,9.8,9.5,8.6,8.9,7.9
354,361.0,JOHNSON CITY,TN,376,Sullivan County,5.2     ,4.5     ,4.0,5.3,8.8,9.0,8.2,7.5,7.5,6.7
355,362.0,KNOXVILLE,TN,377,Knox County,4.2     ,3.9     ,3.4,5.0,8.1,7.4,6.9,6.1,6.3,5.5
356,363.0,KNOXVILLE,TN,378,Knox County,4.2     ,3.9     ,3.4,5.0,8.1,7.4,6.9,6.1,6.3,5.5
357,364.0,KNOXVILLE,TN,379,Knox County,4.2     ,3.9     ,3.4,5.0,8.1,7.4,6.9,6.1,6.3,5.5
358,357.0,MEMPHIS,TN,380,Shelby County,6.2     ,5.7     ,5.1,6.9,10.1,9.8,9.5,8.6,8.9,7.9
359,358.0,MEMPHIS,TN,381,Shelby County,6.2     ,5.7     ,5.1,6.9,10.1,9.8,9.5,8.6,8.9,7.9
360,365.0,MC KENZIE,TN,382,Carroll County,7.6     ,6.3     ,6.3,9.1,16.0,14.6,12.1,10.9,11.8,10.1
361,366.0,JACKSON,TN,383,Madison County,5.6     ,5.4     ,4.9,6.7,10.6,10.0,9.3,8.1,8.1,6.9
362,367.0,COLUMBIA,TN,384,Maury County,6.0     ,5.5     ,7.8,8.1,13.8,12.3,10.3,7.9,7.4,6.1
363,368.0,COOKEVILLE,TN,385,Putnam County,5.0     ,5.7     ,4.5,6.4,9.7,9.4,8.8,7.9,7.9,6.9
364,359.0,MEMPHIS,TN,386,Shelby County,6.2     ,5.7     ,5.1,6.9,10.1,9.8,9.5,8.6,8.9,7.9
365,369.0,GREENVILLE,MS,387,Washington County,11.0     ,9.4     ,8.4,9.4,13.6,15.8,15.6,14.5,14.7,13.4
366,370.0,TUPELO,MS,388,Lee County,6.2     ,5.9     ,6.1,6.9,10.5,10.4,9.7,8.4,8.3,7.7
367,371.0,GRENADA,MS,389,Grenada County,7.3     ,6.3     ,7.2,7.3,12.3,11.6,10.3,9.3,9.0,7.4
368,372.0,JACKSON,MS,390,Hinds County,6.5     ,5.6     ,5.5,5.9,8.2,9.8,9.6,8.8,8.5,7.4
369,373.0,JACKSON,MS,391,Hinds County,6.5     ,5.6     ,5.5,5.9,8.2,9.8,9.6,8.8,8.5,7.4
370,374.0,JACKSON,MS,392,Hinds County,6.5     ,5.6     ,5.5,5.9,8.2,9.8,9.6,8.8,8.5,7.4
371,352.0,MERIDIAN,MS,393,Lauderdale County,7.0     ,6.2     ,6.3,6.7,9.5,10.7,10.3,9.1,8.5,7.9
372,375.0,HATTIESBURG,MS,394,Forrest County,6.2     ,5.1     ,5.0,5.6,7.8,9.8,10.1,9.0,8.5,7.5
373,376.0,GULFPORT,MS,395,Harrison County,10.8     ,10.0     ,5.3,5.4,7.7,8.8,9.0,8.3,7.8,7.0
374,377.0,MCCOMB,MS,396,Pike County,8.7     ,6.5     ,6.6,6.9,10.1,11.6,11.6,10.5,10.0,8.5
375,378.0,COLUMBUS,MS,397,Lowndes County,7.5     ,6.6     ,7.4,7.6,10.6,11.8,10.6,9.2,9.5,9.3
376,304.0,ALBANY,GA,398,Dougherty County,6.3     ,6.0     ,5.6,7.0,10.5,12.6,12.2,11.2,10.4,9.4
377,292.0,ATLANTA,GA,399,Fulton County,5.8     ,5.0     ,4.8,6.4,10.1,10.5,10.2,9.1,8.2,7.2
378,379.0,LOUISVILLE,KY,400,Jefferson County,5.9     ,5.7     ,5.3,6.3,10.1,10.0,9.5,8.0,7.6,6.1
379,380.0,LOUISVILLE,KY,401,Jefferson County,5.9     ,5.7     ,5.3,6.3,10.1,10.0,9.5,8.0,7.6,6.1
380,381.0,LOUISVILLE,KY,402,Jefferson County,5.9     ,5.7     ,5.3,6.3,10.1,10.0,9.5,8.0,7.6,6.1
381,383.0,LEXINGTON,KY,403,Fayette County,4.5     ,4.3     ,4.0,4.8,7.8,7.4,6.8,5.9,5.8,4.8
382,384.0,LEXINGTON,KY,404,Fayette County,4.5     ,4.3     ,4.0,4.8,7.8,7.4,6.8,5.9,5.8,4.8
383,385.0,LEXINGTON,KY,405,Fayette County,4.5     ,4.3     ,4.0,4.8,7.8,7.4,6.8,5.9,5.8,4.8
384,386.0,LEXINGTON,KY,406,Fayette County,4.5     ,4.3     ,4.0,4.8,7.8,7.4,6.8,5.9,5.8,4.8
385,387.0,LONDON,KY,407,Laurel County,5.6     ,5.8     ,5.3,6.6,10.2,11.4,11.4,10.1,9.7,7.6
386,388.0,LONDON,KY,408,Laurel County,5.6     ,5.8     ,5.3,6.6,10.2,11.4,11.4,10.1,9.7,7.6
387,389.0,LONDON,KY,409,Laurel County,5.6     ,5.8     ,5.3,6.6,10.2,11.4,11.4,10.1,9.7,7.6
388,390.0,CINCINNATI,OH,410,Hamilton County,5.6     ,5.1     ,5.1,5.7,9.1,9.9,8.9,7.4,7.3,5.3
389,396.0,ASHLAND,KY,411,Boyd County,5.9     ,5.5     ,5.2,5.9,8.4,10.2,10.1,9.1,9.1,7.4
390,397.0,ASHLAND,KY,412,Boyd County,5.9     ,5.5     ,5.2,5.9,8.4,10.2,10.1,9.1,9.1,7.4
391,398.0,SPUR CAMPTON,KY,413,Wolfe County,10.0     ,9.4     ,9.7,9.8,13.4,16.4,14.8,14.2,14.2,11.3
392,399.0,SPUR CAMPTON,KY,414,Wolfe County,10.0     ,9.4     ,9.7,9.8,13.4,16.4,14.8,14.2,14.2,11.3
393,400.0,PIKEVILLE,KY,415,Pike County,6.2     ,5.9     ,5.9,5.8,9.6,10.4,9.1,9.6,11.8,10.5
394,401.0,PIKEVILLE,KY,416,Pike County,6.2     ,5.9     ,5.9,5.8,9.6,10.4,9.1,9.6,11.8,10.5
395,402.0,HAZARD,KY,417,Perry County,7.1     ,6.9     ,7.0,6.8,10.7,11.7,10.4,12.5,14.0,10.3
396,403.0,HAZARD,KY,418,Perry County,7.1     ,6.9     ,7.0,6.8,10.7,11.7,10.4,12.5,14.0,10.3
397,404.0,PADUCAH,KY,420,McCracken County,5.8     ,5.3     ,4.9,5.8,8.8,9.1,8.5,7.9,7.9,7.1
398,405.0,BOWLING GREEN,KY,421,Warren County,4.9     ,4.8     ,4.3,5.4,9.9,9.2,8.2,6.9,6.9,5.6
399,406.0,BOWLING GREEN,KY,422,Warren County,4.9     ,4.8     ,4.3,5.4,9.9,9.2,8.2,6.9,6.9,5.6
400,407.0,OWENSBORO,KY,423,Daviess County,5.8     ,5.3     ,4.8,5.7,9.3,9.3,8.3,6.9,6.9,5.7
401,408.0,EVANSVILLE,IN,424,Vanderburgh County,5.2     ,4.8     ,4.7,5.2,8.2,8.9,8.0,7.7,7.2,5.5
